00:05:00.840;"'No, there's type 4, the power of the continuum.'"
00:05:05.880;And I thought about it for a moment,
00:05:07.600;and I said to myself,
00:05:08.600;is there an extra galactic source of energy,
00:05:12.260;the continuum of Star Trek?
00:05:14.560;And the answer is yes.
00:05:16.300;There could be a type 4, and that's dark energy.
00:05:20.080;We now know that 73% of the energy of the universe
00:05:25.500;is dark energy.
00:05:27.620;Dark matter represents maybe 23% or so,
00:05:30.660;and we only represent 4%.
00:05:33.100;We're the oddballs.
00:05:34.660;And so you begin to realize that,
00:05:36.220;yeah, there could be type 4,
00:05:38.000;maybe even type 5.
00:05:39.780;So type 4, you're saying,
00:05:42.180;being able to harness sort of like dark energy,
00:05:45.400;something that permeates the entire universe.
00:05:47.200;So be able to plug into the entire universe
00:05:51.040;as a source of energy.
00:05:52.120;That's right.
00:05:52.960;And dark energy is the energy of the Big Bang.
00:05:55.720;It's why the galaxies are being pushed apart.
00:05:58.960;It's the energy of nothing.
00:06:00.760;The more nothing you have,
00:06:02.600;the more dark energy that's repulsive.
00:06:05.440;And so the acceleration of the universe is accelerating
00:06:09.000;because the more you have, the more you can have.
00:06:12.700;And that, of course,
00:06:13.540;is by definition an exponential curve.
00:06:15.820;It's called a de Sitter expansion,
00:06:17.760;and that's the current state of the universe.
00:06:20.500;And then type 5,
00:06:22.880;would that be able to seek energy sources
00:06:27.800;somehow outside of our universe?
00:06:31.080;And how crazy is that idea?
00:06:33.040;Yeah, type 5 would be the multiverse.
00:06:35.400;Multiverse, okay.
00:06:36.320;I'm a quantum physicist,
00:06:37.800;and we quantum physicists don't believe
00:06:40.320;that the Big Bang happened once.
00:06:42.180;That would violate the Heisenberg and Sergi principle.
00:06:45.160;And that means that there could be multiple bangs
00:06:47.900;happening all the time.
00:06:49.420;Even as we speak today, universes are being created.
00:06:54.380;That fits the data.
00:06:56.220;The inflationary universe is a quantum theory.
00:07:00.020;So there's a certain finite probability
00:07:02.100;that universes are being created all the time.
00:07:05.180;And for me, this is actually rather aesthetically pleasing
00:07:08.780;because, you know, I was raised as a Presbyterian,
00:07:13.280;but my parents were Buddhists.
00:07:15.960;And there's two diametrically opposed ideas
00:07:19.560;about the universe.
00:07:21.120;In Buddhism, there's only nirvana.
00:07:23.280;There's no beginning.
00:07:24.400;There's no end.
00:07:25.240;There's only timelessness.
00:07:26.960;But in Christianity, there is the instant
00:07:30.000;when God said, let there be light.
00:07:32.800;In other words, an instant of creation.
00:07:35.360;So I've had these two mutually exclusive ideas in my head.
00:07:40.320;And I now realize that it's possible
00:07:41.920;to meld them into a single theory.
00:07:45.140;Either the universe had a beginning or it didn't, right?
00:07:48.660;Wrong.
00:07:49.900;You see, our universe had a beginning.
00:07:53.180;Our universe had an instant where somebody might have said,
00:07:56.260;let there be light.
00:07:57.900;But there are other bubble universes out there
00:08:00.380;in a bubble bath of universes.
00:08:02.780;And that means that these universes are expanding
00:08:07.300;into a dimension beyond
00:08:09.100;our three-dimensional comprehension.
00:08:11.280;In other words, hyperspace.
00:08:13.120;In other words, 11-dimensional hyperspace.
00:08:16.400;So nirvana would be this timeless,
00:08:19.520;11-dimensional hyperspace where big bangs
00:08:23.040;are happening all the time.
00:08:24.900;So we can now combine two mutually exclusive theories
00:08:28.680;of creation.
00:08:30.960;And Stephen Hawking, for example,
00:08:32.680;even in his last book,
00:08:35.360;even said that this is an argument
00:08:37.160;against the existence of God.
00:08:39.500;He said there is no God because there was not enough time
00:08:42.660;for God to create the universe
00:08:44.300;because the big bang happened in an instant of time.
00:08:47.820;Therefore, there was no time available
00:08:50.380;for him to create the universe.
00:08:52.340;But you see, the multiverse idea means
00:08:55.020;that there was a time before time.
00:08:58.180;And there are multiple times.
00:08:59.580;Each bubble has its own time.
00:09:02.100;And so it means that there could actually be a universe
00:09:06.240;before the beginning of our universe.
00:09:09.640;So if you think of a bubble bath,
00:09:11.120;when two bubbles collide,
00:09:13.640;or when two bubbles fission to create a baby bubble,
00:09:16.800;that's called the big bang.
00:09:18.800;So the big bang is nothing but the collision of universes
00:09:21.520;or the budding of universes.
00:09:23.720;That's such a beautiful picture
00:09:25.080;of our incredibly mysterious existence.
00:09:28.000;So is that humbling to you,
00:09:30.240;exciting, the idea of multiverses?
00:09:32.840;I don't even know how to even begin
00:09:35.820;to wrap my mind around it.
00:09:37.660;It's exciting for me
00:09:38.500;because what I do for a living is string theory.
00:09:41.700;That's my day job.
00:09:43.060;I get paid by the city of New York to work on string theory.
00:09:46.860;And you see, string theory is a multiverse theory.
00:09:50.540;So people say, first of all, what is string theory?
00:09:53.420;String theory simply says
00:09:54.740;that all the particles we see in nature,
00:09:56.740;the electron, the proton, the quarks, what have you,
00:09:59.860;are nothing but vibrations on a musical string,
00:10:03.260;on a tiny, tiny little string.
00:10:05.940;You know, G. Robert Oppenheimer,
00:10:07.420;the creator of the atomic bomb,
00:10:09.660;was so frustrated in the 1950s
00:10:12.060;with all these subatomic particles being created
00:10:15.220;in our atom smashers that he announced,
00:10:18.260;he announced one day that the Nobel Prize in physics
00:10:22.740;should go to the physicist
00:10:23.980;who does not discover a new particle that year.
00:10:28.300;Well, today we think they're nothing but musical notes
00:10:30.620;on these tiny little vibrating strings.
00:10:33.720;So what is physics?
00:10:34.760;Physics is the harmonies you can write
00:10:36.840;on vibrating strings.
00:10:38.640;What is chemistry?
00:10:40.200;Chemistry is the melodies you can play on these strings.
00:10:44.900;What is the universe?
00:10:47.080;The universe is a symphony of strings.
00:10:50.440;And then what is the mind of God
00:10:53.240;that Albert Einstein so eloquently wrote about
00:10:55.760;for the last 30 years of his life?
00:10:58.440;The mind of God would be cosmic music,
00:11:03.500;resonating through 11 dimensional hyperspace.
00:11:06.180;So beautifully put.
00:11:07.300;What do you think is the mind of Einstein's God?
00:11:11.900;Do you think there's a why that we could untangle
00:11:16.140;from this universe of strings?
00:11:19.780;Why are we here?
00:11:20.920;What is the meaning of it all?
00:11:23.340;Well, Steven Weinberg, winner of the Nobel Prize,
00:11:26.300;once said that the more we learn about the universe,
00:11:29.780;the more we learn that it's pointless.
00:11:33.740;Well, I don't know.
00:11:35.620;I don't profess to understand
00:11:37.340;the great secrets of the universe.
00:11:39.340;However, let me say two things
00:11:41.180;about what the giants of physics
00:11:43.340;have said about this question.
00:11:45.340;Einstein believed in two types of God.
00:11:49.340;One was the God of the Bible, the personal God,
00:11:54.300;the God that answers prayers, walks on waters,
00:11:56.580;performs miracles, smites the Philistines.
00:12:00.080;That's the personal God that he didn't believe in.
00:12:02.800;He believed in the God of Spinoza,
00:12:05.520;the God of order, simplicity, harmony, beauty.
00:12:10.080;The universe could have been ugly.
00:12:12.840;The universe could have been messy, random,
00:12:15.720;but it's gorgeous.
00:12:17.360;It relates on a single sheet of paper.
00:12:20.000;We can write down all the known laws of the universe.
00:12:23.120;It's amazing.
00:12:23.940;On one sheet of paper, Einstein's equation is one inch long.
00:12:27.840;String theory is a lot longer,
00:12:30.020;and so is the standard model,
00:12:31.980;but you could put all these equations on one sheet of paper.
00:12:36.860;It didn't have to be that way.
00:12:38.620;It could have been messy.
00:12:40.260;And so Einstein thought of himself as a young boy
00:12:43.160;entering this huge library for the first time,
00:12:47.500;being overwhelmed by the simplicity, elegance,
00:12:51.180;and beauty of this library,
00:12:53.140;but all he could do was read the first page
00:12:56.580;of the first volume.
00:12:58.320;Well, that library is the universe
00:13:00.320;with all sorts of mysterious, magical things
00:13:03.220;that we have yet to find.
00:13:05.280;And then Galileo was asked about this.
00:13:07.920;Galileo said that the purpose of science,
00:13:13.000;the purpose of science is to determine how the heavens go.
00:13:17.680;The purpose of religion is to determine how to go to heaven.
00:13:23.400;So in other words, science is about natural law,
00:13:27.420;and religion is about ethics,
00:13:30.580;how to be a good person, how to go to heaven.
00:13:33.380;As long as we keep these two things apart,
00:13:36.020;we're in great shape.
00:13:37.940;The problem occurs when people from the natural sciences
00:13:42.140;begin to pontificate about ethics,
00:13:44.380;and people from religion begin to pontificate
00:13:47.220;about natural law.
00:13:48.860;That's where we get into big trouble.
00:13:51.800;You think they're fundamentally distinct,
00:13:53.760;morality and ethics, and our idea of what is right
00:13:58.400;and what is wrong.
00:13:59.400;That's something that's outside the reach
00:14:02.120;of string theory and physics.
00:14:04.000;That's right.
00:14:04.840;If you talk to a squirrel about what is right
00:14:08.720;and what is wrong, there's no reference frame for a squirrel.
00:14:14.120;And realize that aliens from outer space,
00:14:16.620;if they ever come visit us,
00:14:19.180;they'll try to talk to us like we talk to squirrels
00:14:21.900;in the forest, but eventually we get bored
00:14:24.700;talking to the squirrels because they don't talk back to us.
00:14:28.060;Same thing with aliens from outer space.
00:14:30.020;They come down to earth, they'll be curious about us
00:14:32.300;to a degree, but after a while they just get bored
00:14:35.460;because we have nothing to offer them.
00:14:37.940;So our sense of right and wrong,
00:14:40.500;what does that mean compared to a squirrel's sense
00:14:43.420;of right and wrong?
00:14:46.600;Now we, of course, do have an ethics
00:14:48.720;that keeps civilizations in line, enriches our life,
00:14:53.920;and makes civilization possible.
00:14:56.480;And I think that's a good thing,
00:14:58.040;but it's not mandated by a law of physics.
00:15:01.560;So if aliens do, alien species were to make contact,
00:15:06.960;forgive me for staying on aliens for a bit longer,
00:15:10.920;do you think they're more likely to be friendly
00:15:16.580;to befriend us or to destroy us?
00:15:18.740;Well, I think for the most part,
00:15:20.620;they'll pretty much ignore us.
00:15:22.900;If you're a deer in the forest, who do you fear the most?
00:15:25.980;Do you fear the hunter with his gigantic 16 gauge shotgun?
00:15:30.540;Or do you fear the guy with a briefcase and glasses?
00:15:35.460;Well, the guy with a briefcase could be a developer
00:15:39.100;about to basically flatten the entire forest,
00:15:42.460;destroying your livelihood.
00:15:44.280;So instinctively, you may be afraid of the hunter,
00:15:47.800;but actually the problem with deers in the forest
00:15:51.400;is that they should fear developers
00:15:54.280;because developers look at deer
00:15:56.280;as simply getting in the way.
00:15:59.500;I mean, in War of the Worlds by H.G. Wells,
00:16:02.640;the aliens did not hate us.
00:16:04.840;If you read the book, the aliens did not have
00:16:07.960;evil intentions toward homo sapiens.
00:16:11.440;No, we were in the way.
00:16:14.960;So I think we have to realize that alien civilizations
00:16:19.120;may view us quite differently
00:16:20.520;than in science fiction novels.
00:16:22.280;However, I personally believe,
00:16:24.000;and I cannot prove any of this,
00:16:25.760;I personally believe that they're probably
00:16:27.200;gonna be peaceful because there's nothing
00:16:29.840;that they want from our world.
00:16:32.960;I mean, what are they gonna take us?
00:16:34.520;What are they gonna take us for, gold?
00:16:36.560;No, gold is a useless metal for the most part.
00:16:40.560;It's silver, I mean, it's gold in color,
00:16:43.620;but that only affects homo sapiens.
00:16:45.660;Squirrels don't care about gold.
00:16:47.820;And so gold is a rather useless element.
00:16:50.620;Rare earths, maybe, platinum-based elements,
00:16:53.180;rare earths for the electronics, yeah, maybe.
00:16:55.740;But other than that, we have nothing to offer them.
00:16:59.340;I mean, think about it for a moment.
00:17:01.700;People love Shakespeare and they love the arts and poetry,
00:17:06.620;but outside of the earth, they mean nothing.
00:17:10.260;Absolutely nothing.
00:17:12.400;I mean, when I write down an equation in string theory,
00:17:15.880;I would hope that on the other side of the galaxy,
00:17:19.840;there's an alien writing down that very same equation
00:17:22.940;in different notation,
00:17:24.760;but that alien on the other side of the galaxy,
00:17:27.280;Shakespeare, poetry, Hemingway,
00:17:30.420;it would mean nothing to him or her or it.
00:17:35.100;When you think about entities that's out there,
00:17:38.120;extraterrestrial,
00:17:40.040;do you think they would naturally look
00:17:43.920;something that even is recognizable to us as life
00:17:48.040;or would they be radically different?
00:17:50.600;Well, how did we become intelligent?
00:17:52.880;Basically, three things made us intelligent.
00:17:56.200;One is our eyesight, stereo eyesight.
00:17:59.360;We have the eyes of a hunter.
00:18:01.200;Stereo vision, so we lock in on targets.
00:18:04.280;And who is smarter, predator or prey?
00:18:09.400;Predators are smarter than prey.
00:18:11.600;They have their eyes to the front of their face,
00:18:13.280;like lions, tigers,
00:18:15.720;while rabbits have eyes to the side of their face.
00:18:18.840;Why is that?
00:18:19.880;Hunters have to zero in on the target.
00:18:22.800;They have to know how to ambush.
00:18:24.620;They have to know how to hide, camouflage,
00:18:27.040;sneak up, stealth, deceit.
00:18:30.220;That takes a lot of intelligence.
00:18:32.020;Rabbits, all they have to do is run.
00:18:35.280;So that's the first criterion,
00:18:36.860;stereo eyesight of some sort.
00:18:39.980;Second is the thumb.
00:18:42.860;The opposable thumb of some sort
00:18:44.700;could be a claw or tentacle.
00:18:46.180;So hand-eye coordination.
00:18:48.740;Hand-eye coordination is the way
00:18:50.340;we manipulate the environment.
00:18:52.860;And then three, language.
00:18:55.120;Because, you know, mama bear never tells baby bear
00:18:58.260;to avoid the human hunter.
00:19:00.420;Bears just learn by themselves.
00:19:02.420;They never hand out information
00:19:04.120;from one generation to the next.
00:19:06.320;So these are the three basic ingredients of intelligence.
00:19:10.260;Eyesight of some sort,
00:19:11.980;an opposable thumb or tentacle or claw of some sort,
00:19:15.140;and language.
00:19:16.700;Now ask yourself a simple question.
00:19:19.140;How many animals have all three?
00:19:22.460;Just us.
00:19:23.540;It's just us.
00:19:25.260;I mean, the primates, they have a language.
00:19:28.060;Yeah, they may get up to maybe 20 words,
00:19:30.820;but a baby learns a word a day.
00:19:32.780;Several words a day a baby learns.
00:19:35.220;And a typical adult knows about almost 5,000 words.
00:19:41.080;While the maximum number of words
00:19:42.880;that you can teach a gorilla in any language,
00:19:46.680;including their own language, is about 20 or so.
00:19:49.760;And so we see the difference in intelligence.
00:19:53.160;So when we meet aliens from outer space,
00:19:55.640;chances are they will have been descended from predators.
00:00:00.000;of some sort. They'll have some way to manipulate the environment and communicate their knowledge
00:00:05.560;to the next generation. That's it, folks.
00:00:09.160;So functionally, that would be similar. We would be able to recognize them.
00:00:15.840;Well, not necessarily, because I think even with homo sapiens, we are eventually going
00:00:21.200;to perhaps become part cybernetic and genetically enhanced.
00:00:28.360;Pretty soon, robots are getting smarter and smarter. Right now, robots have the intelligence
00:00:33.800;of a cockroach. But in the coming years, our robots will be as smart as a mouse, then maybe
00:00:40.960;as smart as a rabbit. If we're lucky, maybe as smart as a cat or a dog. And by the end
00:00:47.880;of the century, who knows for sure, our robots will be probably as smart as a monkey.
00:00:53.760;Now at that point, of course, they could be dangerous. You see, monkeys are self-aware.
00:00:59.800;They know they are monkeys. They may have a different agenda than us. While dogs, dogs
00:01:08.200;are confused. You see, dogs think that we are a dog, that we're the top dog. They're
00:01:16.480;the underdog. That's why they whimper and follow us and lick us all the time. We're
00:01:21.400;the top dog. Monkeys have no illusion at all. They know we are not monkeys. And so
00:01:28.520;I think that in the future, we'll have to put a chip in their brain to shut them off
00:01:32.840;once our robots have murderous thoughts. But that's in 100 years. In 200 years, the robots
00:01:40.240;will be smart enough to remove that failsafe chip in their brain and then watch out. At
00:01:46.960;that point, I think rather than compete with our robots, we should merge with them. We
00:01:54.920;should become part cybernetic. So I think when we meet alien life from outer space,
00:01:59.640;they may be genetically and cybernetically enhanced.
00:02:06.080;Genetically and cybernetically enhanced. Wow. So let's talk about that full range in the
00:02:11.240;near term and 200 years from now. How promising in the near term, in your view, is brain-machine
00:02:17.840;interfaces? So starting to allow computers to talk directly to the brains, Elon Musk
00:02:25.040;is working on that with Neuralink, and there's other companies working on this idea. Do you
00:02:29.200;see promise there? Do you see hope for near-term impact?
00:02:33.120;Well every technology has pluses and minuses. Already we can record memories. I have a book,
00:02:39.480;The Future of the Mind, where I detail some of these breakthroughs. We can now record
00:02:43.720;simple memories of mice and send these memories on the internet. Eventually we're going to
00:02:50.240;do this with primates at Wake Forest University and also in Los Angeles. And then after that,
00:02:57.800;we'll have a memory chip for Alzheimer's patients. We'll test it out in Alzheimer's patients
00:03:02.760;because of course when Alzheimer's patients lose their memory, they wander. They create
00:03:08.240;all sorts of havoc, wandering around, oblivious to their surroundings. And they'll have a
00:03:14.960;chip. They'll push the button and memories, memories will come flooding into their hippocampus
00:03:21.080;and the chip, telling them where they live and who they are. And so a memory chip is
00:03:27.840;definitely in the cards. And I think this will eventually affect human civilization.
00:03:33.320;What is the future of the internet? The future of the internet is brainnet. Brainnet is when
00:03:38.720;we send emotions, feelings, sensations on the internet. And we will telepathically communicate
00:03:46.600;with other humans this way. This is going to affect everything. Look at entertainment.
00:03:52.680;Remember the silent movies? Charlie Chaplin was very famous during the era of silent movies.
00:03:58.120;But when the talkies came in, nobody wanted to see Charlie Chaplin anymore because he
00:04:03.320;never talked in the movies. And so a whole generation of actors lost their job and a
00:04:09.040;new series of actors came in. Next, we're going to have the movies replaced by brainnet
00:04:16.920;because in the future, people will say, who wants to see a screen with images? That's
00:04:23.560;it. Sound and image, that's called the movies. Our entertainment industry, this multi-billion
00:04:30.080;dollar industry, is based on screens with moving images and sound. But what happens
00:04:36.320;when emotions, feelings, sensations, memories can be conveyed on the internet? It's going
00:04:43.440;to change everything. Human relations will change because you'll be able to empathize
00:04:47.680;and feel the suffering of other people. We'll be able to communicate telepathically. And
00:04:54.400;this is coming.
00:04:56.400;You described brainnet in Future of the Mind. This is an interesting concept. You mentioned
00:05:02.880;entertainment, but what kind of effect would it have on our personal relationships?
00:05:09.080;Hopefully it will deepen it. You realize that for most of human history, for over 90% of
00:05:15.320;human history, we only knew maybe 20, 100 people. That's it, folks. That was your tribe.
00:05:25.160;That was everybody you knew in the universe was only maybe 50 or 100. With the coming
00:05:32.300;of towns, of course, it expanded to a few thousand. With the coming of the telephone,
00:05:37.600;all of a sudden you could reach thousands of people with the telephone. And now with
00:05:42.080;the internet, you can reach the entire population of the planet Earth. And so I think this is
00:05:46.440;a normal progression.
00:05:48.840;And you think that kind of sort of connection to the rest of the world, and then adding
00:05:54.560;sensations like being able to share telepathically emotions and so on, that would just further
00:05:59.960;deepen our connection to our fellow humans?
00:06:02.480;Yeah, that's right. In fact, I disagree with many scientists on this question. Most scientists
00:06:08.760;would say that technology is neutral, a double-edged sword. One side of the sword can cut against
00:06:15.080;people. The other side of the sword can cut against ignorance and disease. I disagree.
00:06:22.360;I think technology does have a moral direction. Look at the internet. The internet spreads
00:06:28.600;knowledge, awareness, and that creates empowerment. People act on knowledge. When they begin to
00:06:36.000;realize that they don't have to live that way, they don't have to suffer under a dictatorship,
00:06:41.200;that there are other ways of living under freedom, then they begin to take things, take
00:06:47.160;power. And that spreads democracy. And democracies do not war with other democracies.
00:06:54.240;I'm a scientist. I believe in data. So let's take a sheet of paper and write down every
00:07:00.480;single war you had to learn since you were in elementary school. Every single war. Hundreds
00:07:07.400;of them. Kings, queens, emperors, dictators. All these wars were between kings, queens,
00:07:13.680;emperors, and dictators. Never between two major democracies. And so I think with the
00:07:20.680;spread of this technology, which would accelerate with the coming of brain net, it means that,
00:07:26.880;well, we will still have wars. Wars, of course, is politics by other means, but they'll be
00:07:32.320;less intense and less frequent.
00:07:35.560;Do you have worries of longer term existential risk from technology, from AI? So I think
00:07:45.440;that's a wonderful vision of a future where war is a distant memory. But now there's another
00:07:52.680;agent. There's somebody else that's able to create conflict, that's able to create harm.
00:07:59.920;AI systems. Do you have worry about such AI systems?
00:08:03.000;Well, yes, that is an existential risk. But again, I think an existential risk not for this century.
00:08:09.720;I think our grandkids are going to have to confront this question as robots gradually
00:08:14.680;approach the intelligence of a dog, a cat, and finally that of a monkey. However, I think
00:08:21.320;we will digitize ourselves as well. Not only are we going to merge with our technology,
00:08:25.880;we'll also digitize our personality, our memories, our feelings. You realize that during the
00:08:31.800;Middle Ages, there was something called dualism. Dualism meant that the soul was separate from
00:08:37.240;the body. When the body died, the soul went to heaven. That's dualism. Then in the 20th
00:08:43.400;century, neuroscience came in and said, bah, humbug. Every time we look at the brain, it's
00:08:49.480;just neurons. That's it, folks. Period. End of story. Bunch of neurons firing. Now we're
00:08:57.240;going back to dualism. Now we realize that we can digitize human memories, feelings,
00:09:04.120;sensations, and create a digital copy of ourselves, and that's called the Connectome Project.
00:09:11.640;Billions of dollars are now being spent to do not just the genome project of sequencing
00:09:18.120;the genes of our body, but the Connectome Project, which is to map the entire connections
00:09:24.120;of the human brain. Even before then, already in Silicon Valley, today, at this very moment,
00:09:31.400;you can contact Silicon Valley companies that are willing to digitize your relatives. Some
00:09:37.720;people want to talk to their parents. There are unresolved issues with their parents.
00:09:42.800;One day, yes, firms will digitize people, and you'll be able to talk to them
00:09:47.440;a reasonable facsimile. We leave a digital trail. Our ancestors did not. Our ancestors
00:09:54.640;were lucky if they had one line, just one line in a church book saying the date they were baptized
00:10:02.560;and the date they died. That's it. That was their entire digital memory. I mean, their entire
00:10:09.040;digital existence summarized in just a few letters of the alphabet, a whole life. Now,
00:10:16.480;we digitize everything. Every time you sneeze, you digitize it. You put it on the internet.
00:10:22.640;And so I think that we are going to digitize ourselves and give us digital immortality.
00:10:27.840;We'll not only have biologic genetic immortality of some sort, but also digital immortality.
00:10:34.800;And what are we going to do with it? I think we should send it into outer space.
00:10:40.800;If you digitize the human brain and put it on a laser beam and shoot it to the moon,
00:10:46.400;you're on the moon in one second. Shoot it to Mars, you're on Mars in 20 minutes. Shoot it to
00:10:52.240;Pluto, you're on Pluto in eight hours. Think about it for a moment. You can have breakfast in New York
00:10:58.400;and for a morning snack, vacation on the moon, then zap your way to Mars by noontime,
00:11:05.440;journey to the asteroid belt of the afternoon, and they come back for dinner in New York at night.
00:11:11.920;All in a day's work at the speed of light. Now, this means that you don't need booster rockets.
00:11:19.520;You don't need weightlessness problems. You don't need to worry about meteorites. And what's on the
00:11:24.320;moon? On the moon, there is a mainframe that downloads your laser beam's information. And
00:11:31.120;where does it download the information into? An avatar. And what does that avatar look like?
00:11:37.760;Anything you want. Think about it for a moment. You could be Superman, Superwoman on the moon,
00:11:46.080;on Mars, traveling throughout the universe at the speed of light, downloading your personality into
00:11:53.360;any vehicle you want. Now, let me stick my neck out. So far, everything I've been saying is well
00:11:59.200;within the laws of physics, well within the laws of physics. Now, let me go outside the laws of
00:12:04.080;physics again. Here we go. I think this already exists. I think outside the Earth, there could
00:12:10.480;be a super highway, a laser highway of laser porting with billions of souls of aliens zapping
00:12:18.080;their way across the galaxy. Now, let me ask you a question. Are we smart enough to determine whether
00:12:25.440;such a thing exists or not? No. This could exist right outside the orbit of the planet Earth.
00:12:32.800;And we're too stupid in our technology to even prove it or disprove it. We would need the aliens
00:12:41.120;on this laser super highway to help us out, to send us a human interpretable signal.
00:12:50.400;I mean, it ultimately boils down to the language of communication, but that's an exciting possibility
00:12:54.880;that actually the sky is filled with aliens. The aliens could already be here and we're just so oblivious
00:13:02.960;that we're too stupid to know it. See, they don't have to be in alien form with little green men.
00:13:09.600;They can be in any form they want, in an avatar of their creation. Well, in fact, they could very well be...
00:13:16.000;They could even look like us. Exactly. We'd never know. One of us could be an alien. You know, in the zoo,
00:13:22.080;did you know that we sometimes have zookeepers that imitate animals? We create a fake animal
00:13:28.000;and we put it in so that the animal is not afraid of this fake animal. And of course, these animals'
00:13:34.480;brains, their brain is about as big as a walnut. They accept these dummies as if they were real.
00:13:41.520;So an alien civilization in outer space would say, oh yeah, human brains are so tiny,
